language,text,true_Sentiment,predicted_Sentiment
hi,@sonamJain001 @vilassawadh Buy 1 get 2 free. Modi ke saath saath Arnab aur Sambit ko mufat ne le lo.😂,positive,positive
hi,RT @Ajitkumar_Kanan: नेपोलियन (Modi) की तरह जनता को यूद्ध में झोंककर सत्ता में बने रहना चाहते है मोदी? | NewzHour https://t.co/lSRUwXDnJV,neutral,negative
hi,"@RandheerKumarA2 मोदी जी जिस तरह आपने देश का शीश नहीं झुकने दिया 
हम भी वादा करते हैं कि 2019 में आपका शीश नही झुक… https://t.co/KNETzttFov",neutral,neutral
hi,@rohankumaryadav @rohitaashutosh @iVeenaKhan @ImranKhanPTI Yar scene ye hai k ak galat bat tum karo gay ak me karun… https://t.co/0ZrPinwHVQ,neutral,neutral
hi,"Yahan ghusne ki bhi ghlti ab dobara maat karna #IndianAirForce
#samjhmeayakya #modi
#proudtobeapakistani… https://t.co/Ein8Q1MxqU",negative,negative
hi,@Mohamme14028948 A ismail Kya bola tha tu modi ko bhi lekar aaja mujh par tu koi bhi kisam ka pressure nahi dalwa s… https://t.co/382FvVg4Qj,negative,neutral
hi,RT @BGuru8: @snowewhitea @link2adii @AF9KAscpiO8Kdi9 @Nilufur2 @divyach479 @Y_A_R_M @nair_hena @SKMittal63 @Mukesh196058 @iftikhar_hyder @R…,neutral,neutral
hi,"@Sumairakhan_ Modi g : Ki jab se dil me basaya hai Tumko 
Zindagi khubsurat huyi hai 
Lag rha hai muje ab jaise Muj… https://t.co/xTugKmiXse",negative,negative
hi,"RT @OpIndia_in: अभी-अभी:

भारत और पाकिस्तान के बीच लगातार चल रहे तनाव के बीच प्रधानमंत्री मोदी ने तीनों सेनाध्यक्षों से भी मुलाक़ात की और…",neutral,neutral
hi,@jigneshmevani80 @narendramodi Ye chahte hai modi ji khud jay ..Maro isey koi,neutral,negative
mr,Mominul Haque caught ब्राडली वाटलिंग गेंदबाज नील वॅगनर 12 (46 गेंद) बांग्लादेश 121/2 (26.4 ओवर) #NZvBAN https://t.co/ujAsyV9fZ4,neutral,neutral
mr,सुप्रभात! https://t.co/Kno2lL7gRS,positive,positive
mr,"🙏🏻🙏🏻 *नमो रायरू* 🙏🏻🙏🏻
🚩 *ॐ श्री राघवेंद्राय नमः* 🚩
*ॐ पुज्जाय राघवेंद्राय सत्य धर्म रथायच।*
*भजतां कल्पवृक्षाय नम… https://t.co/LWmHyeKpBM",positive,neutral
mr,"RT @SanatanSanstha: हिंदु राष्ट्र स्थापन होईपर्यंत सनातनचे साधक स्वस्थ बसणार नाहीत ! – सौ. नयना भगत,सनातन संस्था https://t.co/7r7oC4rAf9",positive,positive
mr,RT @sanatanprabhat: माय मराठीच्या रक्षणासाठी सनातनची मराठी भाषेचे श्रेष्ठत्व सिद्ध करणारी ग्रंथमालिका ! https://t.co/7frdNFYaEt,neutral,neutral
mr,"RT @PandittripathiM: 🌹 🙏  #सुप्रभात  🙏🌹

🌴शान्ताकारं भुजगशयनं पद्मनाभं सुरेशं
विश्वाधारं गगनसदृशं मेघवर्ण शुभाङ्गम् 🌴
🌴लक्ष्मीकान्तं कमलनय…",positive,neutral
mr,RT @gadreramesh1: 50 टक्के जागा कपात करून #शिक्षकभरती_24000 ची स्वप्न दाखवून आता धुळीस मिळवत आहे @BJP4Maharashtra शासन. @TawdeVinod साहेब ज…,neutral,neutral
mr,"RT @Vish_kc: ॐ

राखे सकळांचे अंतर । 
उदंड करी पाठांतर । 
नेमस्तपणाचा विसर । 
पडणार नाही  ।। 

नम्रपणे पुसों जाणे । 
नेमस्त अर्थ सांगों जाणे…",neutral,neutral
mr,"RT @jdipali: अखेर शिक्षक भरतीला मुहूर्त मिळाला,उद्या निघणार शिक्षक भरतीची जाहिरात, मुख्यमंञ्यांच्या हस्ते 'पविञ' पोर्टलवर प्रकाशन 
, शिक्षण…",positive,positive
mr,"RT @Sarita25148177: ऊँ नमो नारायण🚩
देव प्रपन्नार्तिहर प्रसादं कुरू मे देव
अवलोकनदादेन भूयो मां पावयाच्युत।।
नाथ योनिसहस्त्रेषु येषु येषु ब्…",positive,positive
mr,"RT @AnilNagare19: #शिक्षकभरती_फसवणूक 50%जागा भरून  सरकार आरक्षित प्रवर्गावर अन्याय करत आहे..
हे सरकारला आम्ही आमच्यावर अन्याय करण्यासाठी नि…",neutral,neutral
mr,"@TimesofIslambad महाराष्ट्रात डाळ शिजेना , आता पाकिस्थानात जाऊन इलेक्शन लढणार. 
हाफिज ची मुलाखत घेताना झळकतील.",negative,negative
mr,"RT @PravinTonge6: #noPension_noVote #UposhanforPension 
#news18lokmat 
#ABPnews 
#aajtak 
#devendrafadnavis 
#sudhirmunghantiwar
#Zeenews…",neutral,neutral
mr,"RT @Av_ADH: @SanatanSanstha अशा मधुर भाषेचा त्याग करून मराठी माणूस ईंग्रजीच्या विळख्यात अडकला, त्यामुळे अमृताहूनही गोड असलेल्या मायमराठी अं…",negative,negative
mr,"RT @SanatanSanstha: सौंदर्य, माधुर्य आणि विविधता यांनी नटलेली मराठी मायबोली ! https://t.co/eLxapv2uB6",neutral,neutral
mr,RT @Pankajamunde: लाभले भाग्य आम्हास बोलतो मराठी !!! मराठी भाषा दिनाच्या हार्दिक शुभेच्छा !! #मराठीभाषादिन #मराठीभाषागौरवदिन https://t.co/2…,positive,positive
mr,"@RajThackeray @BJP4India बघा राज समर्थकानो , तुमचा राज मराठी सोडुन नोटबंदीपायी ऊर्दु आंतंकी राष्ट्रात फेमस झाला आहे… https://t.co/BBCctzf6qr",neutral,negative
mr,RT @waglenamrata: पाक ने विंग कमांडर अभिनंदन यांचे मारहाण झालेले फोटो प्रसिद्ध करून जिनिव्हा कराराचा भंग केलेला आहे. आपल्या हिरोच्या आत्मस…,positive,positive
mr,"RT @avichal_mishra: सर्वविघ्नहरं देवं सर्वविघ्नविवर्जितमम् । 
सर्वसिद्धिप्रदातारं वन्देऽहं गणनायकम् ॥
ॐ गं गणपतये नमो नम: 🙏
 सुप्रभात 🙏 htt…",positive,positive
mr,@cgalgale1 @Vish_kc सुप्रभात  .,neutral,neutral
mr,"🕉🔯🌞 सुप्रभात 🌞🔯🕉
श्री दत्तगुरु कृपेने आजचा दिवस छान जावो.
llदिगंबरा दिगंबरा श्रीपाद वल्लभ दिगंबराll
🙏🏻अवधूत चिंतन… https://t.co/Qurh8TC8x9",positive,positive
mr,"RT @siddarthpaim: यदा यदा हि धर्मस्य ग्लानिर्भव- ति भारत ।

अभ्युत्थान- मधर्मस्य तदात्मानं सृजाम्यहम्",positive,positive
mr,"RT @The_naaz: या रसुल्लूलाह ﷺ
हमारे पास जो कुछ भी है
वो आपकी जात का सदका है",neutral,neutral
mr,RT @RohitPawarSpeak: नाशिक येथे महात्मा गांधी विद्यामंदीर संचलित लोकनेते व्यंकटराव हिरे महाविद्यालयातर्फे आयोजित केलेल्या आंतर महाविद्यालयी…,neutral,neutral
mr,"युद्ध ही कल्याण 

#SayYesToWar",negative,negative
mr,"RT @Sarita25148177: ऊँ नमो नारायण🚩
देव प्रपन्नार्तिहर प्रसादं कुरू मे देव
अवलोकनदादेन भूयो मां पावयाच्युत।।
नाथ योनिसहस्त्रेषु येषु येषु ब्…",positive,positive
mr,RT @Snehlat27685620: @mr_dharmraj सुप्रभात🌹,neutral,neutral
mr,@TUSHARKHARE14 @meemilind @meemilind यांनी मराठी चित्रपटात काम केलं पाहिजे. खूप पुढे जातील. त्यांची बोलण्याची लकब आ… https://t.co/CbP1WJLW5S,neutral,neutral
mr,"🌹ॐ🌻
त्वमेव माता च पिता त्वमेव
त्वमेव बन्धुश्च सखा त्वमेव
त्वमेव विद्या द्रविणं त्वमेव 
त्वमेव सर्व मम देव देव https://t.co/hEuR5efxZV",positive,positive
mr,"RT @SSharmajsr: ॐनमःशिवाय
@barotchetan99 @RFilipovic @PareshBhatt15 @awasthis @PiyushGoyal @Shawshanko @JugalKhetan @RRB3141 @suniljha8991…",positive,positive
mr,RT @MaharashtraPMC: प्रियदर्शनी सेल वर्धा जिल्हा महिला काँग्रेस व्दारा आयोजित व्यक्तिमत्व विकास व स्वयं प्रेरणा मार्गदर्शन या विषयावर एकदिव…,neutral,neutral
mr,@Snehlat27685620 सुप्रभात,neutral,neutral
mr,"RT @manoj_chalke: @JivanPachpute @RajThackeray @SandeepDadarMNS संदिप दादा, आपली प्रतिक्रिया काय आहे यावर?आपले साहेब पाकिस्तानात फेमस झालेत…",negative,negative
mr,"आता आतंकीयांचा, हाफिजचा आहे. अराज ठकरे https://t.co/pQmzLGZYCd",neutral,neutral
mr,RT @SSharmajsr: @suniljha8991 @cgalgale1 सुप्रभात,neutral,neutral
mr,RT @Dev_Fadnavis: प्रधानमंत्री आवास योजनेतून एक मोठी स्वप्नपूर्ती होणार आहे. एकही व्यक्ती आता बेघर राहणार नाही! https://t.co/hY4fTctpaB,positive,positive
mr,"@ashok_painter @HemaVyas13 एक दिवस मराठीला मान
उद्या पासुन?",neutral,neutral
mr,"RT @SSharmajsr: ॐनमःशिवाय
@barotchetan99 @RFilipovic @PareshBhatt15 @awasthis @PiyushGoyal @Shawshanko @JugalKhetan @RRB3141 @suniljha8991…",positive,positive
mr,@akm42561907 राधे राधे,neutral,neutral
mr,RT @Marathi_Tweets: काल पाकिस्तानमध्ये भारतीय एअर फोर्सची केलेल्या हवाई हल्ल्याचे फक्त एअर फोर्सला देणारे  लोक आज भारतीय एअर फोर्सचा एक पाय…,positive,positive
mr,RT @rajushetti: गुंगा यशवंत पाटील मु.पो.रेठरे वारणा ता.शाहूवाडी यांनी आपल्या मुलांच्या लग्नात जमलेला आहेर 2019 च्या लोकसभेच्या निवडणुकीसाठी…,neutral,neutral
mr,"RT @Sarita25148177: ऊँ नमो नारायण🚩
देव प्रपन्नार्तिहर प्रसादं कुरू मे देव
अवलोकनदादेन भूयो मां पावयाच्युत।।
नाथ योनिसहस्त्रेषु येषु येषु ब्…",positive,positive
mr,@TV9Marathi भुंकण्या पलिकडे तुम्ही आतापर्यंत केले काय?,neutral,neutral
mr,@suniljha8991 @cgalgale1 सुप्रभात,neutral,neutral
mr,RT @ParmarA03: @AmitSinghdel @choteesibaat @pareeknc7 @abhi988928 @MengiKuldip @AnuG3108 @Margrtmacwan @K_Mishra7 @PihuShah30 @Tohopeislife…,neutral,neutral
mr,RT @ajaysatrekar: सर्जिकल स्ट्राईक केल्यानांतर आपला एक जवान  चंदू चव्हाण चुकून पाकिस्तानी हद्दीत गेला होता पण सरकारच्या अथक प्रयत्नानंतर ४…,positive,positive
mr,"RT @Pranali_k18: भारताकडून आंतरराष्ट्रीय टी20 मध्ये सर्वाधिक षटकार मारणारे क्रिकेटपटू-

102 – रोहित शर्मा

74 – युवराज सिंग

58 – सुरेश रै…",neutral,neutral
mr,"RT @diBhagyashri: मराठी भाषा दिनाच्या सप्रेम शुभेच्छा...💖
मौन: कुसुमाग्रज...💐🌹तुम्ही पण आपल्याला आवडलेल्या कविता post करा... 😊
#कुसुमाग्रज…",neutral,neutral
ta,RT @PonnaarrBJP: இந்திய விமானப்படை வீரர் தமிழகத்தைச் சேர்ந்த அபினந்தன் வர்த்தமான் கைது செய்யப்பட்டு பாக் வசம் இருப்பதாக செய்தி ஊகங்களில் வ…,neutral,neutral
ta,RT @MaridhasAnswers: ஏழைத் தாய்மார்கள் குறைவான எடையுள்ள குழந்தைகளை பிரசவிக்கின்றனர். இதைத் தடுக்க PMSMA(தாய்மை வந்தன திட்டம்) கொண்டுவரப்பட்…,neutral,neutral
ta,நடிகை பத்மபிரியா பிறந்த தினம் https://t.co/2Oi0CIsQcd,neutral,neutral
ta,RT @Russetlane: #Abhinandan இந்த அரசின் தலையாய கடமை இவரை காப்பாற்றி கொண்டு வருவதே.. https://t.co/dj1skz8Nqf,positive,positive
ta,@itz_kavinila அழகு எங்க இருக்கு இந்த ட்வீட்ல நீங்க எவ்ளோ அழகுனு சொல்லிட்டீங்களே மா...,neutral,neutral
ta,RT @mekishorerider: யப்பா #digital #ARRahman #arrahmanmusical @arrahman 💗💗💝 https://t.co/9tzPad1PdQ,neutral,neutral
ta,(இ௰இ`｡),neutral,neutral
ta,"RT @maharaja_2020: அம்பாள் எந்தக் காலத்திலே பேசினாள். அறிவுகெட்டவனே.
அது பேசாது.. கல்...
Film - Parasakthi https://t.co/lYnLQTZB3h",neutral,neutral
ta,"RT @maathorubhagan: பார்த்ததில் இருந்தே..
ஒருவித கொதிப்பு..
போர்முனையில் இருப்பதைபோல..
நம் உணர்வினை காட்டவும்..
நம் சகோதரன் மாவீரன் அபிநந்த…",positive,positive
ta,ப்ளாக் டீ குடிப்போம் 😊😊 https://t.co/cYBVJSfNnO,positive,positive
ta,"சுதந்திரம் வாங்கியவுடனேயே படேல் அவர்கள் காஷ்மீர் முழுவதையும் இந்தியாவுடன் இணைக்க திட்டமிட்டு வேலை செய்தார். 

அதை த… https://t.co/ckWrXuDh4I",negative,neutral
ta,@VanathiBJP வானதிக்கு நாட்டுல என்ன நடக்குதுன்னே தெரியலபோல.,neutral,neutral
ta,RT @s45MRVFK4ZBrzuT: ஹாய் பிரண்ட்ஸ் https://t.co/kLsNdQI1Zh,neutral,neutral
ta,RT @TrollywoodV2: #Viswasam 125 தியேட்டர்ல ஓடுறதுக்கு எதிர் முட்டுக் குடுக்க மென்டலானுங்க போன decade'ல வந்த சந்திரமுகிய தூக்கிட்டு வர்றானு…,positive,neutral
ta,"RT @CS14101980: எனக்கு மதுக்கடை நடத்துர கட்சியுடன் கூட்டணினாதான் பிரச்சினை, மதுஆலை நடத்துர கட்சினா பிரச்சினையில்லை.
# RANJITH# TTV https://…",neutral,neutral
ta,"RT @ChennaiIPL: தல தோனி வழி தனி வழி!  🙌😍
மார்ச் 23 முதல் @StarSportsIndia-ல் #VIVOIPL நேரலை!
#WhistlePodu @msdhoni @RishabPant777 https://t…",neutral,neutral
ta,"RT @aravin6666: @TrollywoodV2 ஒரு மன்னர் எவ்வழியோ அவ்வழி
சிப்பாய்களும் தானே 🤔🤔🤔

ரஜினி பன்றத பார்த்தா 
மொக்கையா இருக்கு !!!

அப்போ இதுவரை அ…",neutral,neutral
ta,"RT @Drunke_Monkey: WC போறதுக்கு முன்னாடி
ஆட போற ODI series
ஆக எந்த வித experiment இல்லாம
உருப்படியா ஆடி
5-0 ratio LA வின் பண்ணனும்!!🙏",positive,neutral
ta,"RT @krishnaskyblue: பிரதமர் மோடி நிகழ்ச்சிக்கு இடம் தர ஆந்திர பல்கலைக்கழகம் மறுப்பு...

//என்ன சார் ரெண்டு சார்ஜிகல் ஸ்ட்ரைக் நடத்தி இருக்…",negative,negative
ta,RT @maalan: அபிநந்தனை மீட்பு பற்றி நான் எழுதாத fake பதிவு ஒன்று facebookல் உலா வருகிறது. நான் அபிநந்தன் பற்றி எந்த ஒரு பதிவும் எழுதவில்லை எ…,negative,negative
ta,"RT @5Murugesan: ""ஓளி படைத்த  
  கண்ணினன் ""

""உறுதி கொண்ட 
    நெஞ்சினன் "" 

கடுமை கொண்ட 
        தோளினன்""

தெளிவு பெற்ற 
    மதியினன்"" 

#A…",neutral,neutral
ta,@rajakumaari இப்போ அந்த விரல சப்புறத தவிர மோடிக்கு வேற வழி இல்லை பல்லுபடாம செய்யனும்,positive,positive
ta,"RT @saththukutty: கிளைகளிலிலிருந்து
தென்றலின் சிதறல்கள் 
மனதை சிலுசிலுத்து 
வருடும் ஓசைகள்
பச்சை நிறம் தரும் 
வாசனை தருணம்
இது போதும் எனக்…",neutral,neutral
ta,"RT @Narayanan3: ""இந்தியா மீது போர் தொடுக்க பாகிஸ்தானுக்கு விருப்பமில்லை!"" -இம்ரான் கான்.

துணிவும்இல்லை,  தகுதியும் இல்லை!",neutral,neutral
ta,"RT @KasthuriShankar: #WingCommanderAbhinandan Chennai lad, comes from decorated airforce family. அபிநந்தன், சென்னையின் மகன். திருபணமூர் கி…",positive,positive
ta,"RT @maharaja_2020: அவனுங்க கார் டையர் நக்குநாங்க நீ எதை நக்க கூட்டணி வச்ச 

என்னப்ப இந்தம்மா இப்படி பேசுராங்க யார் இந்தம்மா🤗

😁இன்னும் நிறை…",neutral,neutral
ta,"RT @Kubesh_Twitz: #SayNoToWar இந்த டேக் நினைச்சாலே சிரிப்பு தா வருது

கொஞ்சம் நாள் முன்னாடி சண்ட செய்யுவோம் டேக் போட்டானுங்க இப்போ சண்ட வே…",positive,positive
ta,RT @mohamed_hathim: நம்மல நம்பி யாரும் நம்பர் தரமாட்றாங்க அவ்வளவு ஏன் இன்ஸ்டா ரிக்வஸ்ட்கூட அக்சப்ட் பன்ன மாட்றாங்க. கருப்பா பொறந்தது என் த…,negative,neutral
ta,"RT @banu_heartz: மறந்திருக்க வாய்ப்பில்லை,,
உன்னை மறக்க வேண்டும் என்று நினைத்ததில்லை,,,
உயிர் உடலை விட்டு பிரியும் வரை இந்த அன்பின் தரிசனம்…",neutral,neutral
ta,எதிரி நாட்டுஎல்லையை  தாண்டி போண அபிநந்தன் பத்திரமா இருக்கார் .சொந்த நாட்டுக்குள்ள இருந்த முகிலனை இன்னும் காணும்!! https://t.co/7F9zvwzW80,positive,positive
ta,"RT @laksh_kgm: சண்டையில் ஒருவர்தான் வெல்லலாம் 
சமாதானத்தில் இருவரும் வெல்லமுடியும் !",positive,neutral
ta,@Nothg__here_ அது பழைய கதை,neutral,neutral
ta,"பஞ்சு மில்லில் தீ விபத்து : ஒரு கோடி மதிப்பிலான பொருட்கள் சேதம்
https://t.co/KIiW2Ui9jq
#TamilNadu | #FireAccident",neutral,neutral
ta,@mymindvoice @whimsytulip Defense minister யே காணோம். பிரதமர் இருந்தா என்ன செத்தா என்ன 🤬🤬🤬,positive,neutral
ta,RT @murugan_itz: உலகமே தெரியாம வாழ்றவங்களும் இந்த உலகத்துல தான் இருக்காங்க..,neutral,neutral
ta,"RT @malarkodi36365: ஒரு விறகு வெட்டி ஏழையாக இருந்ததால் எல்லாரையும் கும்பிடுறேங்கோ கும்பிடுறேங்கோ சொல்வான் யாரும் திரும்பி வணங்கல!
திடீரென…",neutral,neutral
ta,RT @Umamaheshwarss: மணி 5 தாண்டிடுச்சி பக்கத்துல சர்ச்சில ⛪ எதோ ஸ்தோத்திர பண்டிகையாம் நல்ல பொண்ணு இருந்தா சைட் அடிப்போம் லைன் கிடைசா டாவ் அ…,neutral,positive
ta,RT @MJ_twets: உலகின் மிகக்கொடிய நோய்க்கு கவலைப்படுதல் என்று பெயர்.!,neutral,neutral
ta,@Hellooooooo4U @roamingraman @eganesakumar @rajakumaari எதிர்த்து கேள்வி கேட்டா தேச துரோகி னு சொல்றது உங்க ரத்தத்து… https://t.co/h1vyNamM2Y,negative,positive
ta,RT @Senthil87760655: அட  பாவத்த.... நாடு முழுவதும் கிளைகள்  கொண்ட  கட்சிக்கு  வந்த  சோதணையை  பாருங்களேன் 😂😂 https://t.co/6KtS7Xvl7f,positive,positive
ta,RT @iam_ni_la: தமிழக மக்கள் மேல் அக்கறை இல்லாமல் 10 கோரிக்கையுடன் பாமக அதிமுகவுடன் கூட்டணி வைத்தது அதில் ஒன்று எழுவரை விடுவிக்க வேண்டும்!…,neutral,neutral
ta,RT @Actor_Vivek: எப்பாடு பட்டாவது விமானப்படை வீரர் அபி நந்தனை பாதுகாப்பாக மீட்டு வரல் வேண்டும் என்பதே நம் இறைஞ்சல். POW எனப்படும் போர் வீர…,positive,positive
ta,"RT @ThanthiTV: தீவிரவாத தாக்குதலுக்கு தக்க பதிலடி கொடுத்த இந்திய விமானப்படை வீரர்களுக்கு நன்றி, பாராட்டுக்கள் - துணை முதலமைச்சர் பன்னீர்செ…",positive,positive
ta,"RT @bbctamil: ""போரை கொண்டாடுபவர்கள் போரில் கலந்துகொள்வதில்லை. போரில் பங்குபெறுபவர்கள் அதனை கொண்டாடுவதில்லை."" 
| https://t.co/h15JhL8Brs |",neutral,neutral
ta,@vickytalkz இந்தமாதிரியான தெளிவு இலங்கை போரின் போது ஓரு நாய்க்கும் வரவில்லையே ஏன்?,neutral,neutral
ta,"RT @knowdavis: அந்த முதல் வீடியோ எடுத்து அந்த துலுக்கணுங்க மட்டும் வாட்சப்ல போடலென்ன, இந்நேரம் பாகிஸ்தானோட உண்மையான முகம் தெரிஞ்சருக்கும்,…",negative,negative
ta,"RT @karthik_klt: மாட்டுக்கறி க்கு போராடிய எந்த கருஞ்சட்டை யாது நமக்காக இறந்த 2 தமிழர்கள் வீட்டுக்கு போனதுங்க..❓   ஏண்டா கவுசல்யா ""புரட்சி…",neutral,neutral
ta,RT @dhanushk1990: 44 பேரை கொன்னுட்டு அவன் சமாதானம் பேசலாம்னு கூப்பிடுவான் அதுக்கு இந்தியாவுல இருக்குற பாகிஸ்தானிக்கு பொறந்த பயக ஆதரவு 😏😏…,neutral,neutral
ta,"RT @asaravanan21: எத்தன தீவிரவாதிகளை தான்யா கொன்னீங்க? ஒரு சேனல்காரன் என்னடான்னா 300 பேருன்றான், ஒருத்தன் 500 பேருன்றான். ஆனா கடைசி வரைக்கு…",negative,positive
ta,@drramadoss உங்க கிட்ட இருந்து வன்னிய சமுதாயத்தை தான் முதலில் காக்க வேண்டும்.,neutral,neutral
ta,நடிகை பத்மபிரியா பிறந்த தினம் - Cinema Pluz https://t.co/kNwgSuL7mv,neutral,neutral
ta,"RT @saniyan_2sani: அங்க ராணுவ வீரனை அடிக்குறானுங்க இங்க இன்னும் மோடிய குறை சொல்லிட்டு கிடக்குறானுங்க 
          
    ஏன்டா எதிரி தாக்கும்…",neutral,neutral
te,"RT @JanaSenaParty: క‌డ‌ప గ‌డ‌ప‌లో జ‌న‌సేనానికి అపూర్వ స్వాగ‌తం.
#JanaSenaPorataYatra https://t.co/VBPgof07ir",positive,negative
te,"RT @JanaSenaParty: JanaSena Chief @PawanKalyan schedule (Feb 28th)

3 PM : 

రాజంపేట రోడ్ షో 

4 PM : 
 
*రైల్వే కోడూరు లో రోడ్ షో 

* పాత…",neutral,neutral
te,"RT @JanaSenaParty: ప్రతి అంధ్రప్రదేశ్ పౌరుడికి సంవత్సరానికి 10 లక్షల భీమా, 5 సంవత్సరాలకి 50 లక్షల భీమా. జనసైనికులతోనే మొదలు పెడుతున్నా - @P…",positive,positive
te,"RT @JanaSenaParty: సీమ ప్రజల్ని దారిద్ర్యంలోకి నెట్టి కొందరు నాయకులు ఆర్థికంగా ఎదుగుతున్నారు.
#JanaSenaPorataYatra https://t.co/QE6j1gmpLl",negative,negative
te,"RT @purijagan: డచ్ ,ఫ్రెంఛ్ , బ్రిటిష్ .. ఎప్పుడూ ఎవడెవడో ఆక్రమించుకోవడమేనా ? ఆ పని మనమెందుకు చేయడం లేదు ? ఎప్పుడు ఈ ఇండియన్స్ మీద పడిపోతా…",negative,negative
te,RT @TrendPSPK: నాయకుడివై నడిపించు అన్న @PawanKalyan 🙏 https://t.co/1PnuSrEfMr,positive,positive
te,"RT @naralokesh: వాల్తేర్ డివిజ‌న్‌లో ఒక్క స‌ర‌కు ర‌వాణా ద్వారా ఏడాదికి రూ.6500 కోట్లు ఆదాయం తెచ్చే త‌ల‌ను తీసేసి, ఏడాదికి రూ.500 కోట్లు రా…",negative,negative
te,పాపం పిచ్చి సీబీన్##కి తెలిసీ ఉంటే ముందే శంకుస్థాపన చేసేవాడు https://t.co/lsI44tqmWf,negative,negative
te,"RT @ycheap_ers: వాల్తేరు డివిజన్ ఇంకా పూర్తి కాలేదు, అందులో కొంత భాగం ఒడిస్సా కి వెళ్లే అవకాశం ఉంది

మీ పీత బుర్రతో తప్పుడు ప్రచారం చేయకండి…",negative,negative
te,RT @ncbn: పైలట్ అభినందన్ క్షేమంగా తిరిగి రావాలని ప్రార్థిస్తున్నా,positive,neutral
te,"RT @naralokesh: రైల్వేజోన్ ఏర్పాటులోనూ రాష్ట్ర విభ‌జ‌నలాంటి అన్యాయ‌మే. 
అప్పుడు ఆదాయం ఉన్న‌ హైద‌రాబాద్ తెలంగాణ‌కి ఇచ్చేశారు, 
ఇప్పుడు 6500…",negative,negative
te,RT @darling_kamalk: తన అభిమాన నాయకుడు అయినా @PawanKalyan గారిని దగ్గర నుండి చూసిన తరుణంలో ఆ మహిళ కంట నుంచి ఆనందభాష్పాలు🙏🏻 ఇలాంటి ప్రేమ ఒక్క…,positive,positive
te,"RT @PawanKalyanFan: JanaSena Chief @PawanKalyan schedule (Feb 28th)

3 PM : 

రాజంపేట రోడ్ షో 

4 PM : 
 
* రైల్వే కోడూరు లో రోడ్ షో 

* పా…",neutral,neutral
te,"RT @naralokesh: రైల్వేజోన్ ఏర్పాటులోనూ రాష్ట్ర విభ‌జ‌నలాంటి అన్యాయ‌మే. 
అప్పుడు ఆదాయం ఉన్న‌ హైద‌రాబాద్ తెలంగాణ‌కి ఇచ్చేశారు, 
ఇప్పుడు 6500…",negative,negative
te,"RT @JanaSenaParty: టీడీపీ ని ఉతికి ఆరేసిన పార్టీ జనసేన గుర్తు పెట్టుకోండి - @PawanKalyan in Kadapa.

#JanaSenaPorataYatra",negative,negative
te,"RT @naralokesh: న‌రేంద్ర...న‌మ్మించి 
మోడి..మోసం చేసే వారు అని 
రైల్వేజోన్ ప్ర‌క‌ట‌న‌తో మ‌రోసారి రుజువైంది.
బిడ్డ‌(విశాఖ రైల్వే)కు జ‌న్మ‌ని…",negative,negative
te,"RT @jssoldiers: రాజకీయ అవినీతిని మట్టుబెడితే,
బోర్డర్లో పోరాడే సైనికుడికి నైతిక చేయూతనిచ్చినట్టే!

దేశం కోసం ప్రాణాలిచ్చే సైనికుడు అటువైపు.…",positive,positive
te,"RT @UttarandhraNow: రైల్వే జోన్ వచ్చింది చంద్రబాబు దయవలన
- @RamMNK 

దిక్కుమాలిన రైల్వే జోన్ ఇస్తే అంతే, ఇవ్వకపోతే ఎంత
- @naralokesh https:…",negative,negative
te,"RT @2019YSRCP: నాకు 2 ఏళ్ల ముందే చెప్పారు ఎలెక్షన్స్ ముందు యుద్ధం వస్తాది అని -పవన్ కళ్యాణ్ 

కావాలనే కేంద్రం మన జవాల్ని చంపి పాకిస్థాన్ మీ…",neutral,negative
te,"RT @darling_kamalk: కడప నడిబొడ్డున నిలబడి జగన్ కు ఓపెన్ ఛాలెంజ్ చేసిన జనసేనాని 💪🏻
Aaaaaattttt ఇదిరా జనసేనాని పవర్ అంటే,
#JanasenaniInKADAPA…",neutral,neutral
te,"RT @naralokesh: వాల్తేర్ డివిజ‌న్‌లో ఒక్క స‌ర‌కు ర‌వాణా ద్వారా ఏడాదికి రూ.6500 కోట్లు ఆదాయం తెచ్చే త‌ల‌ను తీసేసి, ఏడాదికి రూ.500 కోట్లు రా…",negative,negative
te,"RT @JanaSenaParty: ప్రతి అంధ్రప్రదేశ్ పౌరుడికి సంవత్సరానికి 10 లక్షల భీమా, 5 సంవత్సరాలకి 50 లక్షల భీమా. జనసైనికులతోనే మొదలు పెడుతున్నా - @P…",positive,positive
te,"RT @Vivek_Janasena: ఆళ్లగడ్డ లో పవన్ కళ్యాణ్ ప్రభావం కచ్చితంగా ఉంటాది

50,000 వేల మంది దాకా..వ్యక్తిగతంగా కాని, సామాజికంగా కాని పవన్ కళ్యా…",positive,positive
te,"RT @naralokesh: రైల్వేజోన్ ఏర్పాటులోనూ రాష్ట్ర విభ‌జ‌నలాంటి అన్యాయ‌మే. 
అప్పుడు ఆదాయం ఉన్న‌ హైద‌రాబాద్ తెలంగాణ‌కి ఇచ్చేశారు, 
ఇప్పుడు 6500…",negative,negative
te,"RT @iBhagathSingh: కొంతమంది నాయకులు చెప్తూంటారు తొండ కూడా గుడ్లు పెట్టలేదని....

మరి కానీ వాళ్ళల్లో మాత్రం బంగారప్పు గుడ్లు ఎలా వస్తున్నాయో…",neutral,neutral
